# t (s)	mx ()	my ()	mz ()	B_demagx (T)	B_demagy (T)	B_demagz (T)
3.3431914554768295e-08	0.0450181	0.9977657	-0.049366012	-0.01621905	-0.35947347	0.017785508
3.354154400414252e-08	-0.17523463	0.9832883	-0.049366068	0.06313326	-0.35425758	0.01778553
3.3651253036988075e-08	-0.38707727	0.9207249	-0.04936625	0.13945559	-0.3317173	0.017785596
3.3760922083238446e-08	-0.57992244	0.8131746	-0.049366016	0.20893353	-0.29296926	0.017785508
3.387055964842386e-08	-0.7443809	0.6659281	-0.049366213	0.26818436	-0.23991953	0.01778558
3.3980581501733693e-08	-0.87285596	0.48547465	-0.049366377	0.3144712	-0.17490605	0.017785639
3.4090392257202873e-08	-0.9582761	0.28154945	-0.04936628	0.3452462	-0.10143619	0.017785607
3.420003105526173e-08	-0.9967169	0.064174324	-0.049366355	0.3590956	-0.023120625	0.017785633
3.43096005284739e-08	-0.9864915	-0.15619755	-0.049366314	0.3554116	0.056274608	0.017785616
3.441927017192137e-08	-0.9280633	-0.36913645	-0.04936619	0.3343612	0.1329919	0.017785573
3.452889043327892e-08	-0.82433146	-0.5639511	-0.049366366	0.29698884	0.20317939	0.017785637
3.463856438168659e-08	-0.6802662	-0.73130083	-0.04936596	0.24508524	0.2634719	0.01778549
3.4748202838241526e-08	-0.5030127	-0.86286813	-0.04936599	0.18122463	0.31087273	0.0177855
3.485797621422118e-08	-0.3009283	-0.9523682	-0.049366154	0.10841797	0.3431177	0.01778556
3.496778579244079e-08	-0.084035136	-0.99523926	-0.049366068	0.030276047	0.35856324	0.01778553
3.507732272755605e-08	0.13643059	-0.98941886	-0.04936604	-0.049153	0.35646626	0.01778552
3.5186929202113056e-08	0.35037586	-0.9353073	-0.049366165	-0.12623286	0.33697107	0.017785564
3.52966221589331e-08	0.54736245	-0.83543843	-0.0493664	-0.19720288	0.30099046	0.017785648
3.540646773455981e-08	0.71779937	-0.6944977	-0.049366422	-0.25860763	0.25021252	0.017785657
3.551625075558978e-08	0.85297513	-0.51961195	-0.04936636	-0.30730855	0.18720499	0.017785633
3.562594289461701e-08	0.9463159	-0.31945157	-0.049366195	-0.3409372	0.1150915	0.017785575
3.573525107752164e-08	0.9933051	-0.10444204	-0.049366113	-0.35786635	0.03762821	0.017785545
3.584473853703517e-08	0.992022	0.11599783	-0.049366094	-0.3574041	-0.041791517	0.017785542
3.5954443814986565e-08	0.9422679	0.3312013	-0.04936593	-0.3394788	-0.11932467	0.01778548
3.606400518914435e-08	0.8465843	0.52996045	-0.04936613	-0.30500606	-0.19093332	0.017785553
3.617377790239588e-08	0.7093046	0.7031715	-0.04936607	-0.25554714	-0.2533375	0.01778553
3.6282985586301026e-08	0.5382524	0.84133667	-0.049366426	-0.19392073	-0.30311546	0.017785659
3.639287302982466e-08	0.33982292	0.93919295	-0.049366232	-0.12243086	-0.33837092	0.017785588
3.650219681391978e-08	0.12584719	0.9908207	-0.049366172	-0.04534003	-0.35697132	0.017785566
3.661174388223723e-08	-0.09468902	0.9942822	-0.04936611	0.03411441	-0.3582184	0.017785544
3.6721446073506087e-08	-0.31090483	0.9491582	-0.049366225	0.112012304	-0.34196123	0.017785586
3.683112574694984e-08	-0.5118771	0.8576391	-0.049366318	0.18441828	-0.30898887	0.01778562
3.6940973597163165e-08	-0.688073	0.72396034	-0.049366523	0.24789783	-0.26082724	0.017785693
3.705057831147226e-08	-0.8302571	0.55519027	-0.049366295	0.29912373	-0.20002308	0.017785609
3.715993098305747e-08	-0.93172574	0.35979167	-0.049366362	0.33568066	-0.12962519	0.017785637
